id,name,countrycode,district,population
2513,Vacoas-Phoenix,MUS,PlainesWilhelms,98464
2514,Mamoutzou,MYT,Mamoutzou,12000
2515,CiudaddeMxico,MEX,DistritoFederal,8591309
2516,Guadalajara,MEX,Jalisco,1647720
2517,EcatepecdeMorelos,MEX,Mxico,1620303
2518,Puebla,MEX,Puebla,1346176
2519,Nezahualcyotl,MEX,Mxico,1224924
2520,Jurez,MEX,Chihuahua,1217818
2521,Tijuana,MEX,BajaCalifornia,1212232
2522,Len,MEX,Guanajuato,1133576
2523,Monterrey,MEX,NuevoLen,1108499
2524,Zapopan,MEX,Jalisco,1002239
2525,NaucalpandeJurez,MEX,Mxico,857511
2526,Mexicali,MEX,BajaCalifornia,764902
2527,Culiacn,MEX,Sinaloa,744859
2528,AcapulcodeJurez,MEX,Guerrero,721011
2529,TlalnepantladeBaz,MEX,Mxico,720755
2530,Mrida,MEX,Yucatn,703324
2531,Chihuahua,MEX,Chihuahua,670208
2532,SanLuisPotos,MEX,SanLuisPotos,669353
2533,Guadalupe,MEX,NuevoLen,668780
2534,Toluca,MEX,Mxico,665617
2535,Aguascalientes,MEX,Aguascalientes,643360
2536,Quertaro,MEX,QuertarodeArteaga,639839
2537,Morelia,MEX,MichoacndeOcampo,619958
2538,Hermosillo,MEX,Sonora,608697
2539,Saltillo,MEX,CoahuiladeZaragoza,577352
2540,Torren,MEX,CoahuiladeZaragoza,529093
2541,CentroVillahermosa,MEX,Tabasco,519873
2542,SanNicolsdelosGarza,MEX,NuevoLen,495540
2543,Durango,MEX,Durango,490524
2544,Chimalhuacn,MEX,Mxico,490245
2545,Tlaquepaque,MEX,Jalisco,475472
2546,AtizapndeZaragoza,MEX,Mxico,467262
2547,Veracruz,MEX,Veracruz,457119
2548,CuautitlnIzcalli,MEX,Mxico,452976
2549,Irapuato,MEX,Guanajuato,440039
2550,TuxtlaGutirrez,MEX,Chiapas,433544
2551,Tultitln,MEX,Mxico,432411
2552,Reynosa,MEX,Tamaulipas,419776
2553,BenitoJurez,MEX,QuintanaRoo,419276
2554,Matamoros,MEX,Tamaulipas,416428
2555,Xalapa,MEX,Veracruz,390058
2556,Celaya,MEX,Guanajuato,382140
2557,Mazatln,MEX,Sinaloa,380265
2558,Ensenada,MEX,BajaCalifornia,369573
2559,Ahome,MEX,Sinaloa,358663
2560,Cajeme,MEX,Sonora,355679
2561,Cuernavaca,MEX,Morelos,337966
2562,Tonal,MEX,Jalisco,336109
2563,ValledeChalcoSolidaridad,MEX,Mxico,323113
2564,NuevoLaredo,MEX,Tamaulipas,310277
2565,Tepic,MEX,Nayarit,305025
2566,Tampico,MEX,Tamaulipas,294789
2567,Ixtapaluca,MEX,Mxico,293160
2568,Apodaca,MEX,NuevoLen,282941
2569,Guasave,MEX,Sinaloa,277201
2570,GmezPalacio,MEX,Durango,272806
2571,Tapachula,MEX,Chiapas,271141
2572,NicolsRomero,MEX,Mxico,269393
2573,Coatzacoalcos,MEX,Veracruz,267037
2574,Uruapan,MEX,MichoacndeOcampo,265211
2575,Victoria,MEX,Tamaulipas,262686
2576,OaxacadeJurez,MEX,Oaxaca,256848
2577,CoacalcodeBerriozbal,MEX,Mxico,252270
2578,PachucadeSoto,MEX,Hidalgo,244688
2579,GeneralEscobedo,MEX,NuevoLen,232961
2580,Salamanca,MEX,Guanajuato,226864
2581,SantaCatarina,MEX,NuevoLen,226573
2582,Tehuacn,MEX,Puebla,225943
2583,Chalco,MEX,Mxico,222201
2584,Crdenas,MEX,Tabasco,216903
2585,Campeche,MEX,Campeche,216735
2586,LaPaz,MEX,Mxico,213045
2587,OthnP.BlancoChetumal,MEX,QuintanaRoo,208014
2588,Texcoco,MEX,Mxico,203681
2589,LaPaz,MEX,BajaCaliforniaSur,196708
2590,Metepec,MEX,Mxico,194265
2591,Monclova,MEX,CoahuiladeZaragoza,193657
2592,Huixquilucan,MEX,Mxico,193156
2593,ChilpancingodelosBravo,MEX,Guerrero,192509
2594,PuertoVallarta,MEX,Jalisco,183741
2595,Fresnillo,MEX,Zacatecas,182744
2596,CiudadMadero,MEX,Tamaulipas,182012
2597,SoledaddeGracianoSnchez,MEX,SanLuisPotos,179956
2598,SanJuandelRo,MEX,Quertaro,179300
2599,SanFelipedelProgreso,MEX,Mxico,177330
2600,Crdoba,MEX,Veracruz,176952
2601,Tecmac,MEX,Mxico,172410
2602,Ocosingo,MEX,Chiapas,171495
2603,Carmen,MEX,Campeche,171367
2604,LzaroCrdenas,MEX,MichoacndeOcampo,170878
2605,Jiutepec,MEX,Morelos,170428
2606,Papantla,MEX,Veracruz,170123
2607,Comalcalco,MEX,Tabasco,164640
2608,Zamora,MEX,MichoacndeOcampo,161191
2609,Nogales,MEX,Sonora,159103
2610,Huimanguillo,MEX,Tabasco,158335
2611,Cuautla,MEX,Morelos,153132
2612,Minatitln,MEX,Veracruz,152983
2613,PozaRicadeHidalgo,MEX,Veracruz,152678
2614,CiudadValles,MEX,SanLuisPotos,146411
2615,Navolato,MEX,Sinaloa,145396
2616,SanLuisRoColorado,MEX,Sonora,145276
2617,Pnjamo,MEX,Guanajuato,143927
2618,SanAndrsTuxtla,MEX,Veracruz,142251
2619,Guanajuato,MEX,Guanajuato,141215
2620,Navojoa,MEX,Sonora,140495
2621,Zitcuaro,MEX,MichoacndeOcampo,137970
2622,BocadelRo,MEX,Veracruz-Llave,135721
2623,Allende,MEX,Guanajuato,134645
2624,Silao,MEX,Guanajuato,134037
2625,Macuspana,MEX,Tabasco,133795
2626,SanJuanBautistaTuxtepec,MEX,Oaxaca,133675
2627,SanCristbaldelasCasas,MEX,Chiapas,132317
2628,ValledeSantiago,MEX,Guanajuato,130557
2629,Guaymas,MEX,Sonora,130108
2630,Colima,MEX,Colima,129454
2631,DoloresHidalgo,MEX,Guanajuato,128675
2632,LagosdeMoreno,MEX,Jalisco,127949
2633,PiedrasNegras,MEX,CoahuiladeZaragoza,127898
2634,Altamira,MEX,Tamaulipas,127490
2635,Txpam,MEX,Veracruz,126475
2636,SanPedroGarzaGarca,MEX,NuevoLen,126147
2637,Cuauhtmoc,MEX,Chihuahua,124279
2638,Manzanillo,MEX,Colima,124014
2639,IgualadelaIndependencia,MEX,Guerrero,123883
2640,Zacatecas,MEX,Zacatecas,123700
2641,TlajomulcodeZiga,MEX,Jalisco,123220
2642,TulancingodeBravo,MEX,Hidalgo,121946
2643,Zinacantepec,MEX,Mxico,121715
2644,SanMartnTexmelucan,MEX,Puebla,121093
2645,TepatitlndeMorelos,MEX,Jalisco,118948
2646,MartnezdelaTorre,MEX,Veracruz,118815
2647,Orizaba,MEX,Veracruz,118488
2648,Apatzingn,MEX,MichoacndeOcampo,117849
2649,Atlixco,MEX,Puebla,117019
2650,Delicias,MEX,Chihuahua,116132
2651,Ixtlahuaca,MEX,Mxico,115548
2652,ElMante,MEX,Tamaulipas,112453
2653,Lerdo,MEX,Durango,112272
2654,AlmoloyadeJurez,MEX,Mxico,110550
2655,Acmbaro,MEX,Guanajuato,110487
2656,Acua,MEX,CoahuiladeZaragoza,110388
2657,Guadalupe,MEX,Zacatecas,108881
2658,HuejutladeReyes,MEX,Hidalgo,108017
2659,Hidalgo,MEX,MichoacndeOcampo,106198
2660,LosCabos,MEX,BajaCaliforniaSur,105199
2661,ComitndeDomnguez,MEX,Chiapas,104986
2662,Cunduacn,MEX,Tabasco,104164
2663,RoBravo,MEX,Tamaulipas,103901
2664,Temapache,MEX,Veracruz,102824
2665,ChilapadeAlvarez,MEX,Guerrero,102716
2666,HidalgodelParral,MEX,Chihuahua,100881
2667,SanFranciscodelRincn,MEX,Guanajuato,100149
2668,TaxcodeAlarcn,MEX,Guerrero,99907
2669,Zumpango,MEX,Mxico,99781
2670,SanPedroCholula,MEX,Puebla,99734
2671,Lerma,MEX,Mxico,99714
2672,Tecomn,MEX,Colima,99296
2673,LasMargaritas,MEX,Chiapas,97389
2674,Cosoleacaque,MEX,Veracruz,97199
2675,SanLuisdelaPaz,MEX,Guanajuato,96763
2676,JosAzueta,MEX,Guerrero,95448
2677,SantiagoIxcuintla,MEX,Nayarit,95311
2678,SanFelipe,MEX,Guanajuato,95305
2679,Tejupilco,MEX,Mxico,94934
2680,Tantoyuca,MEX,Veracruz,94709
2681,Salvatierra,MEX,Guanajuato,94322
2682,Tultepec,MEX,Mxico,93364
2683,Temixco,MEX,Morelos,92686
2684,Matamoros,MEX,CoahuiladeZaragoza,91858
2685,Pnuco,MEX,Veracruz,90551
2686,ElFuerte,MEX,Sinaloa,89556
2687,TierraBlanca,MEX,Veracruz,89143
2688,Weno,FSM,Chuuk,22000
2689,Palikir,FSM,Pohnpei,8600
2690,Chisinau,MDA,Chisinau,719900
2691,Tiraspol,MDA,Dnjestria,194300
2692,Balti,MDA,Balti,153400
2693,BenderTghina,MDA,BenderTghina,125700
2694,Monte-Carlo,MCO,,13154
2695,Monaco-Ville,MCO,,1234
2696,UlanBator,MNG,Ulaanbaatar,773700
2697,Plymouth,MSR,Plymouth,2000
2698,Maputo,MOZ,Maputo,1018938
2699,Matola,MOZ,Maputo,424662
2700,Beira,MOZ,Sofala,397368
2701,Nampula,MOZ,Nampula,303346
2702,Chimoio,MOZ,Manica,171056
2703,Naala-Porto,MOZ,Nampula,158248
2704,Quelimane,MOZ,Zambzia,150116
2705,Mocuba,MOZ,Zambzia,124700
2706,Tete,MOZ,Tete,101984
2707,Xai-Xai,MOZ,Gaza,99442
2708,Gurue,MOZ,Zambzia,99300
2709,Maxixe,MOZ,Inhambane,93985
2710,RangoonYangon,MMR,Rangoon[Yangon],3361700
2711,Mandalay,MMR,Mandalay,885300
2712,MoulmeinMawlamyine,MMR,Mon,307900
2713,PeguBago,MMR,Pegu[Bago],190900
2714,BasseinPathein,MMR,Irrawaddy[Ayeyarwad,183900
2715,Monywa,MMR,Sagaing,138600
2716,SittweAkyab,MMR,Rakhine,137600
2717,TaunggyiTaunggye,MMR,Shan,131500
2718,Meikhtila,MMR,Mandalay,129700
2719,MerguiMyeik,MMR,Tenasserim[Tanintha,122700
2720,LashioLasho,MMR,Shan,107600
2721,PromePyay,MMR,Pegu[Bago],105700
2722,HenzadaHinthada,MMR,Irrawaddy[Ayeyarwad,104700
2723,Myingyan,MMR,Mandalay,103600
2724,TavoyDawei,MMR,Tenasserim[Tanintha,96800
2725,PagakkuPakokku,MMR,Magwe[Magway],94800
2726,Windhoek,NAM,Khomas,169000
2727,Yangor,NRU,,4050
2728,Yaren,NRU,,559
2729,Kathmandu,NPL,Central,591835
2730,Biratnagar,NPL,Eastern,157764
2731,Pokhara,NPL,Western,146318
2732,Lalitapur,NPL,Central,145847
2733,Birgunj,NPL,Central,90639
2734,Managua,NIC,Managua,959000
2735,Len,NIC,Len,123865
2736,Chinandega,NIC,Chinandega,97387
2737,Masaya,NIC,Masaya,88971
2738,Niamey,NER,Niamey,420000
2739,Zinder,NER,Zinder,120892
2740,Maradi,NER,Maradi,112965
2741,Lagos,NGA,Lagos,1518000
2742,Ibadan,NGA,Oyo&Osun,1432000
2743,Ogbomosho,NGA,Oyo&Osun,730000
2744,Kano,NGA,Kano&Jigawa,674100
2745,Oshogbo,NGA,Oyo&Osun,476800
2746,Ilorin,NGA,Kwara&Kogi,475800
2747,Abeokuta,NGA,Ogun,427400
2748,PortHarcourt,NGA,Rivers&Bayelsa,410000
2749,Zaria,NGA,Kaduna,379200
2750,Ilesha,NGA,Oyo&Osun,378400
2751,Onitsha,NGA,Anambra&Enugu&Eb,371900
2752,Iwo,NGA,Oyo&Osun,362000
2753,Ado-Ekiti,NGA,Ondo&Ekiti,359400
2754,Abuja,NGA,FederalCapitalDist,350100
2755,Kaduna,NGA,Kaduna,342200
2756,Mushin,NGA,Lagos,333200
2757,Maiduguri,NGA,Borno&Yobe,320000
2758,Enugu,NGA,Anambra&Enugu&Eb,316100
2759,Ede,NGA,Oyo&Osun,307100
2760,Aba,NGA,Imo&Abia,298900
2761,Ife,NGA,Oyo&Osun,296800
2762,Ila,NGA,Oyo&Osun,264000
2763,Oyo,NGA,Oyo&Osun,256400
2764,Ikerre,NGA,Ondo&Ekiti,244600
2765,BeninCity,NGA,Edo&Delta,229400
2766,Iseyin,NGA,Oyo&Osun,217300
2767,Katsina,NGA,Katsina,206500
2768,Jos,NGA,Plateau&Nassarawa,206300
2769,Sokoto,NGA,Sokoto&Kebbi&Zam,204900
2770,Ilobu,NGA,Oyo&Osun,199000
2771,Offa,NGA,Kwara&Kogi,197200
2772,Ikorodu,NGA,Lagos,184900
2773,Ilawe-Ekiti,NGA,Ondo&Ekiti,184500
2774,Owo,NGA,Ondo&Ekiti,183500
2775,Ikirun,NGA,Oyo&Osun,181400
2776,Shaki,NGA,Oyo&Osun,174500
2777,Calabar,NGA,CrossRiver,174400
2778,Ondo,NGA,Ondo&Ekiti,173600
2779,Akure,NGA,Ondo&Ekiti,162300
2780,Gusau,NGA,Sokoto&Kebbi&Zam,158000
2781,Ijebu-Ode,NGA,Ogun,156400
2782,Effon-Alaiye,NGA,Oyo&Osun,153100
2783,Kumo,NGA,Bauchi&Gombe,148000
2784,Shomolu,NGA,Lagos,147700
2785,Oka-Akoko,NGA,Ondo&Ekiti,142900
2786,Ikare,NGA,Ondo&Ekiti,140800
2787,Sapele,NGA,Edo&Delta,139200
2788,DebaHabe,NGA,Bauchi&Gombe,138600
2789,Minna,NGA,Niger,136900
2790,Warri,NGA,Edo&Delta,126100
2791,Bida,NGA,Niger,125500
2792,Ikire,NGA,Oyo&Osun,123300
2793,Makurdi,NGA,Benue,123100
2794,Lafia,NGA,Plateau&Nassarawa,122500
2795,Inisa,NGA,Oyo&Osun,119800
2796,Shagamu,NGA,Ogun,117200
2797,Awka,NGA,Anambra&Enugu&Eb,111200
2798,Gombe,NGA,Bauchi&Gombe,107800
2799,Igboho,NGA,Oyo&Osun,106800
2800,Ejigbo,NGA,Oyo&Osun,105900
2801,Agege,NGA,Lagos,105000
2802,Ise-Ekiti,NGA,Ondo&Ekiti,103400
2803,Ugep,NGA,CrossRiver,102600
2804,Epe,NGA,Lagos,101000
2805,Alofi,NIU,,682
2806,Kingston,NFK,,800
2807,Oslo,NOR,Oslo,508726
2808,Bergen,NOR,Hordaland,230948
2809,Trondheim,NOR,Sr-Trndelag,150166
2810,Stavanger,NOR,Rogaland,108848
2811,Brum,NOR,Akershus,101340
2812,Abidjan,CIV,Abidjan,2500000
2813,Bouak,CIV,Bouak,329850
2814,Yamoussoukro,CIV,Yamoussoukro,130000
2815,Daloa,CIV,Daloa,121842
2816,Korhogo,CIV,Korhogo,109445
2817,al-Sib,OMN,Masqat,155000
2818,Salala,OMN,Zufar,131813
2819,Bawshar,OMN,Masqat,107500
2820,Suhar,OMN,al-Batina,90814
2821,Masqat,OMN,Masqat,51969
2822,Karachi,PAK,Sindh,9269265
2823,Lahore,PAK,Punjab,5063499
2824,Faisalabad,PAK,Punjab,1977246
2825,Rawalpindi,PAK,Punjab,1406214
2826,Multan,PAK,Punjab,1182441
2827,Hyderabad,PAK,Sindh,1151274
2828,Gujranwala,PAK,Punjab,1124749
2829,Peshawar,PAK,NothwestBorderProv,988005
2830,Quetta,PAK,Baluchistan,560307
2831,Islamabad,PAK,Islamabad,524500
2832,Sargodha,PAK,Punjab,455360
2833,Sialkot,PAK,Punjab,417597
2834,Bahawalpur,PAK,Punjab,403408
2835,Sukkur,PAK,Sindh,329176
2836,Jhang,PAK,Punjab,292214
2837,Sheikhupura,PAK,Punjab,271875
2838,Larkana,PAK,Sindh,270366
2839,Gujrat,PAK,Punjab,250121
2840,Mardan,PAK,NothwestBorderProv,244511
2841,Kasur,PAK,Punjab,241649
2842,RahimYarKhan,PAK,Punjab,228479
2843,Sahiwal,PAK,Punjab,207388
2844,Okara,PAK,Punjab,200901
2845,Wah,PAK,Punjab,198400
2846,DeraGhaziKhan,PAK,Punjab,188100
2847,MirpurKhas,PAK,Sind,184500
2848,Nawabshah,PAK,Sind,183100
2849,Mingora,PAK,NothwestBorderProv,174500
2850,Chiniot,PAK,Punjab,169300
2851,Kamoke,PAK,Punjab,151000
2852,MandiBurewala,PAK,Punjab,149900
2853,Jhelum,PAK,Punjab,145800
2854,Sadiqabad,PAK,Punjab,141500
2855,Jacobabad,PAK,Sind,137700
2856,Shikarpur,PAK,Sind,133300
2857,Khanewal,PAK,Punjab,133000
2858,Hafizabad,PAK,Punjab,130200
2859,Kohat,PAK,NothwestBorderProv,125300
2860,Muzaffargarh,PAK,Punjab,121600
2861,Khanpur,PAK,Punjab,117800
2862,Gojra,PAK,Punjab,115000
2863,Bahawalnagar,PAK,Punjab,109600
2864,Muridke,PAK,Punjab,108600
2865,PakPattan,PAK,Punjab,107800
2866,Abottabad,PAK,NothwestBorderProv,106000
2867,TandoAdam,PAK,Sind,103400
2868,Jaranwala,PAK,Punjab,103300
2869,Khairpur,PAK,Sind,102200
2870,ChishtianMandi,PAK,Punjab,101700
2871,Daska,PAK,Punjab,101500
2872,Dadu,PAK,Sind,98600
2873,MandiBahauddin,PAK,Punjab,97300
2874,AhmadpurEast,PAK,Punjab,96000
2875,Kamalia,PAK,Punjab,95300
2876,Khuzdar,PAK,Baluchistan,93100
2877,Vihari,PAK,Punjab,92300
2878,DeraIsmailKhan,PAK,NothwestBorderProv,90400
2879,Wazirabad,PAK,Punjab,89700
2880,Nowshera,PAK,NothwestBorderProv,89400
2881,Koror,PLW,Koror,12000
2882,CiudaddePanam,PAN,Panam,471373
2883,SanMiguelito,PAN,SanMiguelito,315382
2884,PortMoresby,PNG,NationalCapitalDis,247000
2885,Asuncin,PRY,Asuncin,557776
2886,CiudaddelEste,PRY,AltoParan,133881
2887,SanLorenzo,PRY,Central,133395
2888,Lambar,PRY,Central,99681
2889,FernandodelaMora,PRY,Central,95287
2890,Lima,PER,Lima,6464693
2891,Arequipa,PER,Arequipa,762000
2892,Trujillo,PER,LaLibertad,652000
2893,Chiclayo,PER,Lambayeque,517000
2894,Callao,PER,Callao,424294
2895,Iquitos,PER,Loreto,367000
2896,Chimbote,PER,Ancash,336000
2897,Huancayo,PER,Junn,327000
2898,Piura,PER,Piura,325000
2899,Cusco,PER,Cusco,291000
2900,Pucallpa,PER,Ucayali,220866
2901,Tacna,PER,Tacna,215683
2902,Ica,PER,Ica,194820
2903,Sullana,PER,Piura,147361
2904,Juliaca,PER,Puno,142576
2905,Hunuco,PER,Huanuco,129688
2906,Ayacucho,PER,Ayacucho,118960
2907,ChinchaAlta,PER,Ica,110016
2908,Cajamarca,PER,Cajamarca,108009
2909,Puno,PER,Puno,101578
2910,Ventanilla,PER,Callao,101056
2911,Castilla,PER,Piura,90642
2912,Adamstown,PCN,,42
2913,Garapan,MNP,Saipan,9200
2914,Lisboa,PRT,Lisboa,563210
2915,Porto,PRT,Porto,273060
2916,Amadora,PRT,Lisboa,122106
2917,Combra,PRT,Combra,96100
2918,Braga,PRT,Braga,90535
2919,SanJuan,PRI,SanJuan,434374
2920,Bayamn,PRI,Bayamn,224044
2921,Ponce,PRI,Ponce,186475
2922,Carolina,PRI,Carolina,186076
2923,Caguas,PRI,Caguas,140502
2924,Arecibo,PRI,Arecibo,100131
2925,Guaynabo,PRI,Guaynabo,100053
2926,Mayagez,PRI,Mayagez,98434
2927,ToaBaja,PRI,ToaBaja,94085
2928,Warszawa,POL,Mazowieckie,1615369
2929,Ldz,POL,Lodzkie,800110
2930,Krakw,POL,Malopolskie,738150
2931,Wroclaw,POL,Dolnoslaskie,636765
2932,Poznan,POL,Wielkopolskie,576899
2933,Gdansk,POL,Pomorskie,458988
2934,Szczecin,POL,Zachodnio-Pomorskie,416988
2935,Bydgoszcz,POL,Kujawsko-Pomorskie,386855
2936,Lublin,POL,Lubelskie,356251
2937,Katowice,POL,Slaskie,345934
2938,Bialystok,POL,Podlaskie,283937
2939,Czestochowa,POL,Slaskie,257812
2940,Gdynia,POL,Pomorskie,253521
2941,Sosnowiec,POL,Slaskie,244102
2942,Radom,POL,Mazowieckie,232262
2943,Kielce,POL,Swietokrzyskie,212383
2944,Gliwice,POL,Slaskie,212164
2945,Torun,POL,Kujawsko-Pomorskie,206158
2946,Bytom,POL,Slaskie,205560
2947,Zabrze,POL,Slaskie,200177
2948,Bielsko-Biala,POL,Slaskie,180307
2949,Olsztyn,POL,Warminsko-Mazurskie,170904
2950,Rzeszw,POL,Podkarpackie,162049
2951,RudaSlaska,POL,Slaskie,159665
2952,Rybnik,POL,Slaskie,144582
2953,Walbrzych,POL,Dolnoslaskie,136923
2954,Tychy,POL,Slaskie,133178
2955,DabrowaGrnicza,POL,Slaskie,131037
2956,Plock,POL,Mazowieckie,131011
2957,Elblag,POL,Warminsko-Mazurskie,129782
2958,Opole,POL,Opolskie,129553
2959,GorzwWielkopolski,POL,Lubuskie,126019
2960,Wloclawek,POL,Kujawsko-Pomorskie,123373
2961,Chorzw,POL,Slaskie,121708
2962,Tarnw,POL,Malopolskie,121494
2963,ZielonaGra,POL,Lubuskie,118182
2964,Koszalin,POL,Zachodnio-Pomorskie,112375
2965,Legnica,POL,Dolnoslaskie,109335
2966,Kalisz,POL,Wielkopolskie,106641
2967,Grudziadz,POL,Kujawsko-Pomorskie,102434
2968,Slupsk,POL,Pomorskie,102370
2969,Jastrzebie-Zdrj,POL,Slaskie,102294
2970,Jaworzno,POL,Slaskie,97929
2971,JeleniaGra,POL,Dolnoslaskie,93901
2972,Malabo,GNQ,Bioko,40000
2973,Doha,QAT,Doha,355000
2974,Paris,FRA,le-de-France,2125246
2975,Marseille,FRA,Provence-Alpes-Cte,798430
2976,Lyon,FRA,Rhne-Alpes,445452
2977,Toulouse,FRA,Midi-Pyrnes,390350
2978,Nice,FRA,Provence-Alpes-Cte,342738
2979,Nantes,FRA,PaysdelaLoire,270251
2980,Strasbourg,FRA,Alsace,264115
2981,Montpellier,FRA,Languedoc-Roussillon,225392
2982,Bordeaux,FRA,Aquitaine,215363
2983,Rennes,FRA,Haute-Normandie,206229
2984,LeHavre,FRA,Champagne-Ardenne,190905
2985,Reims,FRA,Nord-Pas-de-Calais,187206
2986,Lille,FRA,Rhne-Alpes,184657
2987,St-tienne,FRA,Bretagne,180210
2988,Toulon,FRA,Provence-Alpes-Cte,160639
2989,Grenoble,FRA,Rhne-Alpes,153317
2990,Angers,FRA,PaysdelaLoire,151279
2991,Dijon,FRA,Bourgogne,149867
2992,Brest,FRA,Bretagne,149634
2993,LeMans,FRA,PaysdelaLoire,146105
2994,Clermont-Ferrand,FRA,Auvergne,137140
2995,Amiens,FRA,Picardie,135501
2996,Aix-en-Provence,FRA,Provence-Alpes-Cte,134222
2997,Limoges,FRA,Limousin,133968
2998,Nmes,FRA,Languedoc-Roussillon,133424
2999,Tours,FRA,Centre,132820
3000,Villeurbanne,FRA,Rhne-Alpes,124215
3001,Metz,FRA,Lorraine,123776
3002,Besanon,FRA,Franche-Comt,117733
3003,Caen,FRA,Basse-Normandie,113987
3004,Orlans,FRA,Centre,113126
3005,Mulhouse,FRA,Alsace,110359
3006,Rouen,FRA,Haute-Normandie,106592
3007,Boulogne-Billancourt,FRA,le-de-France,106367
3008,Perpignan,FRA,Languedoc-Roussillon,105115
3009,Nancy,FRA,Lorraine,103605
3010,Roubaix,FRA,Nord-Pas-de-Calais,96984
3011,Argenteuil,FRA,le-de-France,93961
3012,Tourcoing,FRA,Nord-Pas-de-Calais,93540
3013,Montreuil,FRA,le-de-France,90674
3014,Cayenne,GUF,Cayenne,50699
3015,Faaa,PYF,Tahiti,25888
3016,Papeete,PYF,Tahiti,25553
3017,Saint-Denis,REU,Saint-Denis,131480
3018,Bucuresti,ROM,Bukarest,2016131
3019,Iasi,ROM,Iasi,348070
3020,Constanta,ROM,Constanta,342264
3021,Cluj-Napoca,ROM,Cluj,332498
3022,Galati,ROM,Galati,330276
3023,Timisoara,ROM,Timis,324304
3024,Brasov,ROM,Brasov,314225
3025,Craiova,ROM,Dolj,313530
3026,Ploiesti,ROM,Prahova,251348
3027,Braila,ROM,Braila,233756
3028,Oradea,ROM,Bihor,222239
3029,Bacau,ROM,Bacau,209235
3030,Pitesti,ROM,Arges,187170
3031,Arad,ROM,Arad,184408
3032,Sibiu,ROM,Sibiu,169611
3033,TrguMures,ROM,Mures,165153
3034,BaiaMare,ROM,Maramures,149665
3035,Buzau,ROM,Buzau,148372
3036,SatuMare,ROM,SatuMare,130059
3037,Botosani,ROM,Botosani,128730
3038,PiatraNeamt,ROM,Neamt,125070
3039,RmnicuVlcea,ROM,Vlcea,119741
3040,Suceava,ROM,Suceava,118549
3041,Drobeta-TurnuSeverin,ROM,Mehedinti,117865
3042,Trgoviste,ROM,Dmbovita,98980
3043,Focsani,ROM,Vrancea,98979
3044,TrguJiu,ROM,Gorj,98524
3045,Tulcea,ROM,Tulcea,96278
3046,Resita,ROM,Caras-Severin,93976
3047,Kigali,RWA,Kigali,286000
3048,Stockholm,SWE,Lisboa,750348
3049,Gothenburg[Gteborg],SWE,WestGtanmaanln,466990
3050,Malm,SWE,Skneln,259579
3051,Uppsala,SWE,Uppsalaln,189569
3052,Linkping,SWE,EastGtanmaanln,133168
3053,Vsters,SWE,Vstmanlandsln,126328
3054,rebro,SWE,rebrosln,124207
3055,Norrkping,SWE,EastGtanmaanln,122199
3056,Helsingborg,SWE,Skneln,117737
3057,Jnkping,SWE,Jnkpingsln,117095
3058,Ume,SWE,Vsterbottensln,104512
3059,Lund,SWE,Skneln,98948
3060,Bors,SWE,WestGtanmaanln,96883
3061,Sundsvall,SWE,Vsternorrlandsln,93126
3062,Gvle,SWE,Gvleborgsln,90742
3063,Jamestown,SHN,SaintHelena,1500
3064,Basseterre,KNA,StGeorgeBasseterre,11600
3065,Castries,LCA,Castries,2301
3066,Kingstown,VCT,StGeorge,17100
3067,Saint-Pierre,SPM,Saint-Pierre,5808
3068,Berlin,DEU,Berliini,3386667
3069,Hamburg,DEU,Hamburg,1704735
3070,Munich[Mnchen],DEU,Baijeri,1194560
3071,Kln,DEU,Nordrhein-Westfalen,962507
3072,FrankfurtamMain,DEU,Hessen,643821
3073,Essen,DEU,Nordrhein-Westfalen,599515
3074,Dortmund,DEU,Nordrhein-Westfalen,590213
3075,Stuttgart,DEU,Baden-Wrttemberg,582443
3076,Dsseldorf,DEU,Nordrhein-Westfalen,568855
3077,Bremen,DEU,Bremen,540330
3078,Duisburg,DEU,Nordrhein-Westfalen,519793
3079,Hannover,DEU,Niedersachsen,514718
3080,Leipzig,DEU,Saksi,489532
3081,Nrnberg,DEU,Baijeri,486628
3082,Dresden,DEU,Saksi,476668
3083,Bochum,DEU,Nordrhein-Westfalen,392830
3084,Wuppertal,DEU,Nordrhein-Westfalen,368993
3085,Bielefeld,DEU,Nordrhein-Westfalen,321125
3086,Mannheim,DEU,Baden-Wrttemberg,307730
3087,Bonn,DEU,Nordrhein-Westfalen,301048
3088,Gelsenkirchen,DEU,Nordrhein-Westfalen,281979
3089,Karlsruhe,DEU,Baden-Wrttemberg,277204
3090,Wiesbaden,DEU,Hessen,268716
3091,Mnster,DEU,Nordrhein-Westfalen,264670
3092,Mnchengladbach,DEU,Nordrhein-Westfalen,263697
3093,Chemnitz,DEU,Saksi,263222
3094,Augsburg,DEU,Baijeri,254867
3095,Halle/Saale,DEU,AnhaltSachsen,254360
3096,Braunschweig,DEU,Niedersachsen,246322
3097,Aachen,DEU,Nordrhein-Westfalen,243825
3098,Krefeld,DEU,Nordrhein-Westfalen,241769
3099,Magdeburg,DEU,AnhaltSachsen,235073
3100,Kiel,DEU,Schleswig-Holstein,233795
3101,Oberhausen,DEU,Nordrhein-Westfalen,222349
3102,Lbeck,DEU,Schleswig-Holstein,213326
3103,Hagen,DEU,Nordrhein-Westfalen,205201
